ticker_and_date,ticker,report_year,ticker_fold,yoy_close_category,label
TMAS_2022,TMAS,2022,3,netral,1
TMAS_2023,TMAS,2023,3,rendah,0
TOTO_2021,TOTO,2021,3,tinggi,2
TOTO_2022,TOTO,2022,3,rendah,0
TOTO_2023,TOTO,2023,3,rendah,0
TOWR_2021,TOWR,2021,3,rendah,0
TOWR_2022,TOWR,2022,3,netral,1
TOWR_2023,TOWR,2023,3,rendah,0
TOYS_2023,TOYS,2023,3,rendah,0
TPIA_2021,TPIA,2021,3,netral,1
TPIA_2022,TPIA,2022,3,netral,1
TPIA_2023,TPIA,2023,3,tinggi,2
UFOE_2023,UFOE,2023,3,netral,1
UNIQ_2023,UNIQ,2023,3,tinggi,2
UNSP_2021,UNSP,2021,3,tinggi,2
UNSP_2022,UNSP,2022,3,rendah,0
UNSP_2023,UNSP,2023,3,rendah,0
ZONE_2021,ZONE,2021,3,tinggi,2
ZONE_2022,ZONE,2022,3,rendah,0
ZONE_2023,ZONE,2023,3,netral,1
ABBA_2021,ABBA,2021,4,tinggi,2
ABBA_2022,ABBA,2022,4,rendah,0
ABBA_2023,ABBA,2023,4,rendah,0
ADHI_2021,ADHI,2021,4,netral,1
ADHI_2022,ADHI,2022,4,rendah,0
ADHI_2023,ADHI,2023,4,rendah,0
ALKA_2021,ALKA,2021,4,tinggi,2
ALKA_2022,ALKA,2022,4,tinggi,2
ALKA_2023,ALKA,2023,4,rendah,0
ALTO_2021,ALTO,2021,4,rendah,0
ALTO_2022,ALTO,2022,4,rendah,0
ALTO_2023,ALTO,2023,4,rendah,0
AMFG_2021,AMFG,2021,4,tinggi,2
AMFG_2022,AMFG,2022,4,netral,1
AMFG_2023,AMFG,2023,4,rendah,0
AMRT_2021,AMRT,2021,4,tinggi,2
AMRT_2022,AMRT,2022,4,tinggi,2
AMRT_2023,AMRT,2023,4,netral,1
ARNA_2021,ARNA,2021,4,tinggi,2
ARNA_2022,ARNA,2022,4,rendah,0
ARNA_2023,ARNA,2023,4,rendah,0
BMTR_2021,BMTR,2021,4,netral,1
BMTR_2022,BMTR,2022,4,netral,1
BMTR_2023,BMTR,2023,4,rendah,0
BNBR_2021,BNBR,2021,4,netral,1
BNBR_2022,BNBR,2022,4,rendah,0
BNBR_2023,BNBR,2023,4,rendah,0
BSDE_2021,BSDE,2021,4,netral,1
BSDE_2022,BSDE,2022,4,tinggi,2
BSDE_2023,BSDE,2023,4,rendah,0
BUVA_2021,BUVA,2021,4,netral,1
BUVA_2022,BUVA,2022,4,netral,1
BUVA_2023,BUVA,2023,4,netral,1
BWPT_2021,BWPT,2021,4,rendah,0
BWPT_2022,BWPT,2022,4,rendah,0
BWPT_2023,BWPT,2023,4,netral,1
CINT_2021,CINT,2021,4,tinggi,2
CINT_2022,CINT,2022,4,rendah,0
CINT_2023,CINT,2023,4,rendah,0
DART_2021,DART,2021,4,netral,1
DART_2022,DART,2022,4,rendah,0
DART_2023,DART,2023,4,rendah,0
ESSA_2021,ESSA,2021,4,tinggi,2
ESSA_2022,ESSA,2022,4,rendah,0
ESSA_2023,ESSA,2023,4,tinggi,2
GEMA_2021,GEMA,2021,4,netral,1
GEMA_2022,GEMA,2022,4,rendah,0
GEMA_2023,GEMA,2023,4,netral,1
ICBP_2021,ICBP,2021,4,tinggi,2
ICBP_2022,ICBP,2022,4,tinggi,2
ICBP_2023,ICBP,2023,4,netral,1
IFSH_2022,IFSH,2022,4,rendah,0
IFSH_2023,IFSH,2023,4,rendah,0
INDS_2021,INDS,2021,4,tinggi,2
INDS_2022,INDS,2022,4,netral,1
INDS_2023,INDS,2023,4,tinggi,2
INPP_2021,INPP,2021,4,rendah,0
INPP_2022,INPP,2022,4,tinggi,2
INPP_2023,INPP,2023,4,tinggi,2
INTP_2021,INTP,2021,4,netral,1
INTP_2022,INTP,2022,4,netral,1
INTP_2023,INTP,2023,4,rendah,0
IPCC_2021,IPCC,2021,4,tinggi,2
IPCC_2023,IPCC,2023,4,rendah,0
IPOL_2021,IPOL,2021,4,netral,1
IPOL_2022,IPOL,2022,4,netral,1
IPOL_2023,IPOL,2023,4,netral,1
JKSW_2021,JKSW,2021,4,netral,1
JKSW_2022,JKSW,2022,4,netral,1
JKSW_2023,JKSW,2023,4,netral,1
KBLI_2022,KBLI,2022,4,netral,1
KBLI_2023,KBLI,2023,4,tinggi,2
KEEN_2022,KEEN,2022,4,tinggi,2
KEEN_2023,KEEN,2023,4,netral,1
KLBF_2021,KLBF,2021,4,tinggi,2
KLBF_2022,KLBF,2022,4,tinggi,2
KLBF_2023,KLBF,2023,4,rendah,0
KOBX_2021,KOBX,2021,4,tinggi,2
KOBX_2022,KOBX,2022,4,rendah,0
KOBX_2023,KOBX,2023,4,rendah,0
LAPD_2021,LAPD,2021,4,netral,1
LAPD_2023,LAPD,2023,4,rendah,0
LPCK_2021,LPCK,2021,4,netral,1
LPCK_2022,LPCK,2022,4,netral,1
LPCK_2023,LPCK,2023,4,rendah,0
MCAS_2021,MCAS,2021,4,tinggi,2
MCAS_2022,MCAS,2022,4,rendah,0
MCAS_2023,MCAS,2023,4,rendah,0
MDIA_2021,MDIA,2021,4,rendah,0
MDIA_2022,MDIA,2022,4,netral,1
MDIA_2023,MDIA,2023,4,rendah,0
MDLN_2021,MDLN,2021,4,tinggi,2
MDLN_2022,MDLN,2022,4,rendah,0
MDLN_2023,MDLN,2023,4,rendah,0
MIKA_2021,MIKA,2021,4,netral,1
MIKA_2022,MIKA,2022,4,netral,1
MIKA_2023,MIKA,2023,4,tinggi,2
MYOH_2021,MYOH,2021,4,tinggi,2
MYOH_2022,MYOH,2022,4,netral,1
MYOH_2023,MYOH,2023,4,netral,1
NFCX_2021,NFCX,2021,4,tinggi,2
NFCX_2022,NFCX,2022,4,rendah,0
NFCX_2023,NFCX,2023,4,rendah,0
OASA_2022,OASA,2022,4,tinggi,2
OASA_2023,OASA,2023,4,rendah,0
OPMS_2022,OPMS,2022,4,rendah,0
OPMS_2023,OPMS,2023,4,netral,1
PEHA_2021,PEHA,2021,4,rendah,0
PEHA_2022,PEHA,2022,4,rendah,0
PEHA_2023,PEHA,2023,4,rendah,0
PGUN_2023,PGUN,2023,4,rendah,0
PMJS_2022,PMJS,2022,4,netral,1
PMJS_2023,PMJS,2023,4,rendah,0
PPGL_2023,PPGL,2023,4,rendah,0
PURA_2022,PURA,2022,4,netral,1
PURA_2023,PURA,2023,4,rendah,0
RANC_2021,RANC,2021,4,tinggi,2
RANC_2022,RANC,2022,4,rendah,0
RANC_2023,RANC,2023,4,rendah,0
REAL_2023,REAL,2023,4,rendah,0
RODA_2021,RODA,2021,4,netral,1
RODA_2022,RODA,2022,4,rendah,0
RODA_2023,RODA,2023,4,rendah,0
SAMF_2022,SAMF,2022,4,tinggi,2
SAMF_2023,SAMF,2023,4,netral,1
SMDR_2023,SMDR,2023,4,rendah,0
SNLK_2023,SNLK,2023,4,rendah,0
TAMU_2021,TAMU,2021,4,netral,1
TAMU_2022,TAMU,2022,4,rendah,0
TAMU_2023,TAMU,2023,4,rendah,0
TBLA_2021,TBLA,2021,4,netral,1
TBLA_2022,TBLA,2022,4,rendah,0
TBLA_2023,TBLA,2023,4,rendah,0
TNCA_2021,TNCA,2021,4,tinggi,2
TNCA_2023,TNCA,2023,4,rendah,0
TOTL_2021,TOTL,2021,4,netral,1
TOTL_2022,TOTL,2022,4,netral,1
TOTL_2023,TOTL,2023,4,tinggi,2
TRST_2021,TRST,2021,4,tinggi,2
TRST_2022,TRST,2022,4,netral,1
TRST_2023,TRST,2023,4,rendah,0
WINS_2021,WINS,2021,4,tinggi,2
WINS_2022,WINS,2022,4,tinggi,2
WINS_2023,WINS,2023,4,tinggi,2
ZINC_2021,ZINC,2021,4,rendah,0
ZINC_2022,ZINC,2022,4,rendah,0
ZINC_2023,ZINC,2023,4,rendah,0
AKKU_2021,AKKU,2021,5,netral,1
AKKU_2022,AKKU,2022,5,netral,1
AKKU_2023,AKKU,2023,5,rendah,0
AKSI_2021,AKSI,2021,5,rendah,0
AKSI_2022,AKSI,2022,5,rendah,0
AKSI_2023,AKSI,2023,5,rendah,0
BAPA_2021,BAPA,2021,5,tinggi,2
BAPA_2022,BAPA,2022,5,rendah,0
BAPA_2023,BAPA,2023,5,rendah,0
BLTZ_2021,BLTZ,2021,5,rendah,0
BLTZ_2022,BLTZ,2022,5,rendah,0
BLTZ_2023,BLTZ,2023,5,netral,1
BTON_2021,BTON,2021,5,rendah,0
BTON_2022,BTON,2022,5,tinggi,2
BTON_2023,BTON,2023,5,netral,1
CEKA_2021,CEKA,2021,5,tinggi,2
CEKA_2022,CEKA,2022,5,rendah,0
CEKA_2023,CEKA,2023,5,netral,1
CLEO_2021,CLEO,2021,5,tinggi,2
CLEO_2022,CLEO,2022,5,tinggi,2
CLEO_2023,CLEO,2023,5,tinggi,2
CNKO_2021,CNKO,2021,5,netral,1
CNKO_2022,CNKO,2022,5,netral,1
CNKO_2023,CNKO,2023,5,rendah,0
CNTX_2021,CNTX,2021,5,netral,1
CNTX_2022,CNTX,2022,5,rendah,0
CNTX_2023,CNTX,2023,5,tinggi,2
DADA_2022,DADA,2022,5,netral,1
DADA_2023,DADA,2023,5,rendah,0
DEWA_2021,DEWA,2021,5,netral,1
DEWA_2022,DEWA,2022,5,netral,1
DEWA_2023,DEWA,2023,5,tinggi,2
DGNS_2023,DGNS,2023,5,netral,1
DMND_2022,DMND,2022,5,netral,1
DMND_2023,DMND,2023,5,rendah,0
ESTI_2022,ESTI,2022,5,rendah,0
ESTI_2023,ESTI,2023,5,rendah,0
GEMS_2021,GEMS,2021,5,tinggi,2
GEMS_2022,GEMS,2022,5,netral,1
GEMS_2023,GEMS,2023,5,tinggi,2
GMTD_2021,GMTD,2021,5,rendah,0
GMTD_2022,GMTD,2022,5,netral,1
GMTD_2023,GMTD,2023,5,tinggi,2
HDTX_2022,HDTX,2022,5,netral,1
HDTX_2023,HDTX,2023,5,netral,1
HMSP_2021,HMSP,2021,5,rendah,0
HMSP_2022,HMSP,2022,5,netral,1
HMSP_2023,HMSP,2023,5,rendah,0
HOMI_2023,HOMI,2023,5,rendah,0
HRME_2021,HRME,2021,5,rendah,0
HRME_2022,HRME,2022,5,netral,1
HRME_2023,HRME,2023,5,rendah,0
HRTA_2021,HRTA,2021,5,netral,1
HRTA_2022,HRTA,2022,5,tinggi,2
HRTA_2023,HRTA,2023,5,rendah,0
IATA_2021,IATA,2021,5,tinggi,2
IATA_2022,IATA,2022,5,rendah,0
ICON_2021,ICON,2021,5,rendah,0
ICON_2022,ICON,2022,5,rendah,0
ICON_2023,ICON,2023,5,rendah,0
IIKP_2021,IIKP,2021,5,netral,1
INAI_2021,INAI,2021,5,netral,1
INAI_2022,INAI,2022,5,rendah,0
INAI_2023,INAI,2023,5,rendah,0
INCI_2021,INCI,2021,5,rendah,0
INCI_2022,INCI,2022,5,rendah,0
INCI_2023,INCI,2023,5,netral,1
INCO_2021,INCO,2021,5,tinggi,2
INCO_2022,INCO,2022,5,tinggi,2
INCO_2023,INCO,2023,5,rendah,0
INDF_2021,INDF,2021,5,tinggi,2
INDF_2022,INDF,2022,5,netral,1
INDF_2023,INDF,2023,5,rendah,0
INOV_2022,INOV,2022,5,rendah,0
INOV_2023,INOV,2023,5,rendah,0
JIHD_2021,JIHD,2021,5,rendah,0
JIHD_2022,JIHD,2022,5,tinggi,2
JIHD_2023,JIHD,2023,5,rendah,0
JPFA_2021,JPFA,2021,5,rendah,0
JPFA_2022,JPFA,2022,5,rendah,0
JPFA_2023,JPFA,2023,5,netral,1
JSMR_2021,JSMR,2021,5,netral,1
JSMR_2022,JSMR,2022,5,netral,1
JSMR_2023,JSMR,2023,5,tinggi,2
KKGI_2021,KKGI,2021,5,tinggi,2
KKGI_2022,KKGI,2022,5,netral,1
KKGI_2023,KKGI,2023,5,tinggi,2
KMTR_2021,KMTR,2021,5,rendah,0
KMTR_2022,KMTR,2022,5,netral,1
KOTA_2022,KOTA,2022,5,netral,1
KOTA_2023,KOTA,2023,5,rendah,0
LPKR_2021,LPKR,2021,5,rendah,0
LPKR_2022,LPKR,2022,5,rendah,0
LPKR_2023,LPKR,2023,5,rendah,0
MAIN_2021,MAIN,2021,5,rendah,0
MAIN_2022,MAIN,2022,5,rendah,0
MAIN_2023,MAIN,2023,5,tinggi,2
MARK_2021,MARK,2021,5,netral,1
MARK_2022,MARK,2022,5,rendah,0
MARK_2023,MARK,2023,5,tinggi,2
MDKI_2021,MDKI,2021,5,netral,1
MDKI_2022,MDKI,2022,5,netral,1
MDKI_2023,MDKI,2023,5,netral,1
MDRN_2021,MDRN,2021,5,netral,1
MDRN_2022,MDRN,2022,5,rendah,0
MDRN_2023,MDRN,2023,5,rendah,0
MKNT_2021,MKNT,2021,5,netral,1
MKNT_2022,MKNT,2022,5,rendah,0
MLBI_2021,MLBI,2021,5,tinggi,2
MLBI_2022,MLBI,2022,5,rendah,0
MLBI_2023,MLBI,2023,5,rendah,0
PBRX_2021,PBRX,2021,5,tinggi,2
PBRX_2022,PBRX,2022,5,rendah,0
PBRX_2023,PBRX,2023,5,rendah,0
PKPK_2021,PKPK,2021,5,tinggi,2
PKPK_2022,PKPK,2022,5,tinggi,2
PKPK_2023,PKPK,2023,5,tinggi,2
PMMP_2023,PMMP,2023,5,rendah,0
RUIS_2021,RUIS,2021,5,rendah,0
RUIS_2022,RUIS,2022,5,netral,1
RUIS_2023,RUIS,2023,5,rendah,0
SOHO_2023,SOHO,2023,5,tinggi,2
SPTO_2022,SPTO,2022,5,netral,1
SPTO_2023,SPTO,2023,5,rendah,0
SRSN_2021,SRSN,2021,5,netral,1
SRSN_2022,SRSN,2022,5,netral,1
SRSN_2023,SRSN,2023,5,netral,1
TARA_2021,TARA,2021,5,netral,1
TARA_2022,TARA,2022,5,rendah,0
TARA_2023,TARA,2023,5,rendah,0
TECH_2022,TECH,2022,5,rendah,0
TIRA_2021,TIRA,2021,5,rendah,0
TIRA_2022,TIRA,2022,5,netral,1
TIRA_2023,TIRA,2023,5,netral,1
ULTJ_2021,ULTJ,2021,5,netral,1
ULTJ_2022,ULTJ,2022,5,tinggi,2
ULTJ_2023,ULTJ,2023,5,netral,1
VOKS_2021,VOKS,2021,5,rendah,0
VOKS_2022,VOKS,2022,5,tinggi,2
VOKS_2023,VOKS,2023,5,netral,1
WIFI_2023,WIFI,2023,5,netral,1
WMUU_2023,WMUU,2023,5,rendah,0
WSBP_2021,WSBP,2021,5,rendah,0
WSBP_2022,WSBP,2022,5,rendah,0
WSBP_2023,WSBP,2023,5,rendah,0
YELO_2023,YELO,2023,5,rendah,0
ZBRA_2021,ZBRA,2021,5,rendah,0
ZBRA_2022,ZBRA,2022,5,rendah,0
ZBRA_2023,ZBRA,2023,5,rendah,0
ABMM_2021,ABMM,2021,6,tinggi,2
ABMM_2022,ABMM,2022,6,tinggi,2
ABMM_2023,ABMM,2023,6,tinggi,2
AKPI_2021,AKPI,2021,6,tinggi,2
AKPI_2022,AKPI,2022,6,rendah,0
AKPI_2023,AKPI,2023,6,rendah,0
AMAN_2022,AMAN,2022,6,rendah,0
AMAN_2023,AMAN,2023,6,rendah,0
BELL_2021,BELL,2021,6,tinggi,2
BELL_2022,BELL,2022,6,rendah,0
BELL_2023,BELL,2023,6,rendah,0
BHIT_2021,BHIT,2021,6,rendah,0
BHIT_2022,BHIT,2022,6,rendah,0
BHIT_2023,BHIT,2023,6,rendah,0
BLTA_2021,BLTA,2021,6,netral,1
BLTA_2022,BLTA,2022,6,netral,1
BLTA_2023,BLTA,2023,6,rendah,0
BTEK_2021,BTEK,2021,6,netral,1
BTEK_2022,BTEK,2022,6,netral,1
BTEK_2023,BTEK,2023,6,rendah,0
BULL_2021,BULL,2021,6,rendah,0
BULL_2022,BULL,2022,6,rendah,0
BULL_2023,BULL,2023,6,tinggi,2
CCSI_2021,CCSI,2021,6,tinggi,2
CCSI_2022,CCSI,2022,6,netral,1
CCSI_2023,CCSI,2023,6,rendah,0
CENT_2021,CENT,2021,6,rendah,0
CENT_2022,CENT,2022,6,rendah,0
CENT_2023,CENT,2023,6,rendah,0
CSAP_2021,CSAP,2021,6,tinggi,2
CSAP_2022,CSAP,2022,6,tinggi,2
CSAP_2023,CSAP,2023,6,rendah,0
DCII_2023,DCII,2023,6,netral,1
DGIK_2022,DGIK,2022,6,tinggi,2
DGIK_2023,DGIK,2023,6,rendah,0
DILD_2021,DILD,2021,6,rendah,0
DILD_2022,DILD,2022,6,tinggi,2
DILD_2023,DILD,2023,6,rendah,0
DSNG_2021,DSNG,2021,6,netral,1
DSNG_2022,DSNG,2022,6,netral,1
DSNG_2023,DSNG,2023,6,tinggi,2
DVLA_2021,DVLA,2021,6,netral,1
DVLA_2022,DVLA,2022,6,rendah,0
DVLA_2023,DVLA,2023,6,rendah,0
ELSA_2021,ELSA,2021,6,tinggi,2
ELSA_2022,ELSA,2022,6,tinggi,2
ELSA_2023,ELSA,2023,6,tinggi,2
ESIP_2022,ESIP,2022,6,rendah,0
ESIP_2023,ESIP,2023,6,rendah,0
FASW_2021,FASW,2021,6,rendah,0
FASW_2022,FASW,2022,6,rendah,0
FASW_2023,FASW,2023,6,netral,1
FIRE_2021,FIRE,2021,6,rendah,0
FIRE_2022,FIRE,2022,6,rendah,0
FIRE_2023,FIRE,2023,6,tinggi,2
GOLD_2021,GOLD,2021,6,rendah,0
GOLD_2022,GOLD,2022,6,tinggi,2
GOLD_2023,GOLD,2023,6,rendah,0
GOOD_2021,GOOD,2021,6,tinggi,2
GOOD_2022,GOOD,2022,6,netral,1
GOOD_2023,GOOD,2023,6,rendah,0
HEXA_2021,HEXA,2021,6,tinggi,2
HEXA_2022,HEXA,2022,6,netral,1
HEXA_2023,HEXA,2023,6,netral,1
HKMU_2021,HKMU,2021,6,rendah,0
HKMU_2022,HKMU,2022,6,netral,1
IMPC_2021,IMPC,2021,6,tinggi,2
IMPC_2022,IMPC,2022,6,tinggi,2
IMPC_2023,IMPC,2023,6,netral,1
INKP_2021,INKP,2021,6,netral,1
INKP_2022,INKP,2022,6,tinggi,2
INKP_2023,INKP,2023,6,netral,1
ITMA_2021,ITMA,2021,6,netral,1
ITMA_2022,ITMA,2022,6,netral,1
ITMA_2023,ITMA,2023,6,tinggi,2
ITMG_2021,ITMG,2021,6,tinggi,2
ITMG_2022,ITMG,2022,6,rendah,0
ITMG_2023,ITMG,2023,6,netral,1
JAST_2021,JAST,2021,6,netral,1
JAST_2022,JAST,2022,6,rendah,0
JAST_2023,JAST,2023,6,rendah,0
JAWA_2022,JAWA,2022,6,rendah,0
JAWA_2023,JAWA,2023,6,netral,1
JSPT_2021,JSPT,2021,6,netral,1
JSPT_2022,JSPT,2022,6,netral,1
JSPT_2023,JSPT,2023,6,tinggi,2
JTPE_2021,JTPE,2021,6,rendah,0
JTPE_2022,JTPE,2022,6,netral,1
JTPE_2023,JTPE,2023,6,netral,1
LABA_2023,LABA,2023,6,tinggi,2
MBTO_2021,MBTO,2021,6,rendah,0
MBTO_2022,MBTO,2022,6,netral,1
MBTO_2023,MBTO,2023,6,rendah,0
MFMI_2021,MFMI,2021,6,tinggi,2
MFMI_2022,MFMI,2022,6,netral,1
NASA_2021,NASA,2021,6,rendah,0
NASA_2022,NASA,2022,6,rendah,0
NASA_2023,NASA,2023,6,rendah,0
NATO_2021,NATO,2021,6,netral,1
NATO_2022,NATO,2022,6,rendah,0
NATO_2023,NATO,2023,6,rendah,0
NELY_2021,NELY,2021,6,tinggi,2
NELY_2022,NELY,2022,6,tinggi,2
NELY_2023,NELY,2023,6,tinggi,2
NRCA_2021,NRCA,2021,6,netral,1
NRCA_2022,NRCA,2022,6,netral,1
NRCA_2023,NRCA,2023,6,netral,1
OKAS_2021,OKAS,2021,6,rendah,0
OKAS_2022,OKAS,2022,6,tinggi,2
OKAS_2023,OKAS,2023,6,rendah,0
PDES_2021,PDES,2021,6,rendah,0
PDES_2023,PDES,2023,6,netral,1
PORT_2021,PORT,2021,6,rendah,0
PORT_2022,PORT,2022,6,tinggi,2
PORT_2023,PORT,2023,6,rendah,0
POWR_2021,POWR,2021,6,netral,1
POWR_2022,POWR,2022,6,netral,1
POWR_2023,POWR,2023,6,netral,1
PTDU_2023,PTDU,2023,6,rendah,0
PTRO_2021,PTRO,2021,6,tinggi,2
PTRO_2022,PTRO,2022,6,tinggi,2
PTRO_2023,PTRO,2023,6,tinggi,2
PUDP_2021,PUDP,2021,6,tinggi,2
PUDP_2022,PUDP,2022,6,tinggi,2
PUDP_2023,PUDP,2023,6,rendah,0
PURI_2023,PURI,2023,6,rendah,0
RICY_2021,RICY,2021,6,tinggi,2
RICY_2022,RICY,2022,6,netral,1
RICY_2023,RICY,2023,6,rendah,0
SAME_2021,SAME,2021,6,rendah,0
SAME_2022,SAME,2022,6,rendah,0
SAME_2023,SAME,2023,6,rendah,0
SGRO_2021,SGRO,2021,6,tinggi,2
SGRO_2022,SGRO,2022,6,netral,1
SGRO_2023,SGRO,2023,6,netral,1
SIMP_2021,SIMP,2021,6,netral,1
SIMP_2022,SIMP,2022,6,rendah,0
SIMP_2023,SIMP,2023,6,rendah,0
SMCB_2021,SMCB,2021,6,rendah,0
SMCB_2022,SMCB,2022,6,rendah,0
SMCB_2023,SMCB,2023,6,rendah,0
SOCI_2021,SOCI,2021,6,netral,1
SOCI_2022,SOCI,2022,6,netral,1
SOCI_2023,SOCI,2023,6,rendah,0
SOFA_2023,SOFA,2023,6,netral,1
SRAJ_2021,SRAJ,2021,6,rendah,0
SRAJ_2022,SRAJ,2022,6,tinggi,2
SRAJ_2023,SRAJ,2023,6,tinggi,2
TAXI_2021,TAXI,2021,6,netral,1
TAXI_2022,TAXI,2022,6,netral,1
TAXI_2023,TAXI,2023,6,rendah,0
TBMS_2021,TBMS,2021,6,tinggi,2
TBMS_2022,TBMS,2022,6,rendah,0
TBMS_2023,TBMS,2023,6,tinggi,2
TOBA_2021,TOBA,2021,6,tinggi,2
TOBA_2022,TOBA,2022,6,rendah,0
TOBA_2023,TOBA,2023,6,rendah,0
UNTR_2021,UNTR,2021,6,tinggi,2
UNTR_2022,UNTR,2022,6,rendah,0
WSKT_2021,WSKT,2021,6,rendah,0
WSKT_2022,WSKT,2022,6,rendah,0
WSKT_2023,WSKT,2023,6,netral,1
ADES_2021,ADES,2021,7,tinggi,2
ADES_2022,ADES,2022,7,tinggi,2
ADES_2023,ADES,2023,7,tinggi,2
AIMS_2021,AIMS,2021,7,rendah,0
AIMS_2023,AIMS,2023,7,tinggi,2
AISA_2021,AISA,2021,7,rendah,0
AISA_2022,AISA,2022,7,netral,1
AISA_2023,AISA,2023,7,rendah,0
ANTM_2021,ANTM,2021,7,rendah,0
ANTM_2022,ANTM,2022,7,netral,1
ANTM_2023,ANTM,2023,7,rendah,0
BAYU_2021,BAYU,2021,7,netral,1
BAYU_2022,BAYU,2022,7,rendah,0
BAYU_2023,BAYU,2023,7,tinggi,2
BBRM_2021,BBRM,2021,7,rendah,0
BBRM_2023,BBRM,2023,7,netral,1
BCIP_2021,BCIP,2021,7,netral,1
BCIP_2022,BCIP,2022,7,tinggi,2
BCIP_2023,BCIP,2023,7,rendah,0
BIMA_2021,BIMA,2021,7,tinggi,2
BIMA_2022,BIMA,2022,7,rendah,0
BIMA_2023,BIMA,2023,7,netral,1
BKDP_2021,BKDP,2021,7,tinggi,2
BKDP_2022,BKDP,2022,7,rendah,0
BKDP_2023,BKDP,2023,7,netral,1
BOGA_2021,BOGA,2021,7,netral,1
BOGA_2022,BOGA,2022,7,rendah,0
BOGA_2023,BOGA,2023,7,rendah,0
CAMP_2021,CAMP,2021,7,tinggi,2
CAMP_2022,CAMP,2022,7,tinggi,2
CAMP_2023,CAMP,2023,7,netral,1
DPNS_2021,DPNS,2021,7,tinggi,2
DPNS_2022,DPNS,2022,7,tinggi,2
DPNS_2023,DPNS,2023,7,netral,1
ECII_2021,ECII,2021,7,rendah,0
ECII_2022,ECII,2022,7,rendah,0
ECII_2023,ECII,2023,7,rendah,0
ENZO_2023,ENZO,2023,7,rendah,0
FIMP_2023,FIMP,2023,7,rendah,0
FISH_2021,FISH,2021,7,tinggi,2
FISH_2022,FISH,2022,7,rendah,0
FISH_2023,FISH,2023,7,netral,1
GAMA_2021,GAMA,2021,7,netral,1
HRUM_2021,HRUM,2021,7,tinggi,2
HRUM_2022,HRUM,2022,7,netral,1
HRUM_2023,HRUM,2023,7,rendah,0
IBFN_2021,IBFN,2021,7,rendah,0
IBFN_2022,IBFN,2022,7,rendah,0
IBFN_2023,IBFN,2023,7,rendah,0
IBST_2021,IBST,2021,7,tinggi,2
IBST_2022,IBST,2022,7,rendah,0
IBST_2023,IBST,2023,7,netral,1
IKAI_2021,IKAI,2021,7,netral,1
IKAI_2022,IKAI,2022,7,netral,1
IKAI_2023,IKAI,2023,7,rendah,0
IMAS_2021,IMAS,2021,7,netral,1
IMAS_2022,IMAS,2022,7,tinggi,2
IMAS_2023,IMAS,2023,7,rendah,0
INAF_2021,INAF,2021,7,rendah,0
INAF_2022,INAF,2022,7,rendah,0
INAF_2023,INAF,2023,7,rendah,0
INDY_2021,INDY,2021,7,tinggi,2
INDY_2022,INDY,2022,7,rendah,0
INDY_2023,INDY,2023,7,rendah,0
ISSP_2021,ISSP,2021,7,tinggi,2
ISSP_2022,ISSP,2022,7,rendah,0
ISSP_2023,ISSP,2023,7,netral,1
JAYA_2021,JAYA,2021,7,tinggi,2
JAYA_2022,JAYA,2022,7,netral,1
JAYA_2023,JAYA,2023,7,rendah,0
KOIN_2021,KOIN,2021,7,netral,1
KOIN_2022,KOIN,2022,7,rendah,0
KOIN_2023,KOIN,2023,7,rendah,0
KOPI_2021,KOPI,2021,7,netral,1
KOPI_2022,KOPI,2022,7,rendah,0
KOPI_2023,KOPI,2023,7,rendah,0
KPIG_2021,KPIG,2021,7,rendah,0
KPIG_2022,KPIG,2022,7,rendah,0
KPIG_2023,KPIG,2023,7,rendah,0
LPLI_2021,LPLI,2021,7,rendah,0
LPLI_2022,LPLI,2022,7,netral,1
LPLI_2023,LPLI,2023,7,rendah,0
MBAP_2021,MBAP,2021,7,tinggi,2
MBAP_2022,MBAP,2022,7,rendah,0
MBAP_2023,MBAP,2023,7,rendah,0
MICE_2021,MICE,2021,7,tinggi,2
MICE_2022,MICE,2022,7,tinggi,2
MICE_2023,MICE,2023,7,rendah,0
MIRA_2021,MIRA,2021,7,netral,1
MIRA_2022,MIRA,2022,7,rendah,0
MIRA_2023,MIRA,2023,7,rendah,0
MLIA_2021,MLIA,2021,7,tinggi,2
MLIA_2022,MLIA,2022,7,rendah,0
MLIA_2023,MLIA,2023,7,rendah,0
MRAT_2021,MRAT,2021,7,rendah,0
MRAT_2022,MRAT,2022,7,tinggi,2
MRAT_2023,MRAT,2023,7,rendah,0
MYTX_2021,MYTX,2021,7,rendah,0
MYTX_2022,MYTX,2022,7,tinggi,2
MYTX_2023,MYTX,2023,7,rendah,0
NZIA_2022,NZIA,2022,7,tinggi,2
NZIA_2023,NZIA,2023,7,rendah,0
PANI_2022,PANI,2022,7,tinggi,2
PANI_2023,PANI,2023,7,tinggi,2
PICO_2023,PICO,2023,7,rendah,0
POLI_2021,POLI,2021,7,rendah,0
POLI_2022,POLI,2022,7,rendah,0
POLI_2023,POLI,2023,7,rendah,0
POLY_2022,POLY,2022,7,netral,1
POLY_2023,POLY,2023,7,rendah,0
PSDN_2021,PSDN,2021,7,rendah,0
PSDN_2023,PSDN,2023,7,netral,1
PSGO_2022,PSGO,2022,7,rendah,0
PSGO_2023,PSGO,2023,7,netral,1
PTBA_2021,PTBA,2021,7,tinggi,2
PTBA_2022,PTBA,2022,7,rendah,0
